model_name,acc,css,css_err_low,css_err_high,target_foil_bias
resnet101_in1k,0.5902777777777778,0.25,0.0694444444444444,0.0696180555555553,0.768295371441074
resnet101_in1k_untrained,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333
resnet50_a1_in1k,0.5555555555555556,0.1805555555555555,0.0625,0.0694444444444444,0.7453559924999298
resnet50_bagnet17,0.2916666666666667,0.0138888888888888,0.0138888888888888,0.0208333333333333,0.5400617248673217
resnet50_bagnet33,0.3888888888888889,0.0555555555555555,0.0347222222222222,0.0416666666666666,0.6236095644623235
resnet50_bagnet9,0.1944444444444444,0.0277777777777777,0.0208333333333333,0.0277777777777777,0.4409585518440984
resnet50_fb_ssl_yfcc100m_ft_in1k,0.6388888888888888,0.3472222222222222,0.0763888888888889,0.0763888888888889,0.7993052538854533
resnet50_fb_swsl_ig1b_ft_in1k,0.7777777777777778,0.5694444444444444,0.0763888888888888,0.0763888888888889,0.8819171036881969
resnet50_in1k,0.5277777777777778,0.1666666666666666,0.0555555555555555,0.0625,0.7264831572567789
resnet50_in1k_untrained,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333
resnet50_stylized,0.5972222222222222,0.2777777777777778,0.0696180555555555,0.0763888888888889,0.7728015412913086
resnetv2_101_a1h_in1k,0.6597222222222222,0.3611111111111111,0.0763888888888889,0.0833333333333333,0.8122328620674136
resnetv2_101x1_bit_goog_in21k_ft_in1k,0.6180555555555556,0.3472222222222222,0.0763888888888889,0.0833333333333333,0.7861650943380504
resnetv2_50_a1h_in1k,0.6388888888888888,0.3472222222222222,0.0763888888888889,0.0763888888888889,0.7993052538854533
resnetv2_50x1_bit_goog_distilled_in1k,0.6180555555555556,0.3194444444444444,0.0763888888888888,0.0763888888888889,0.7861650943380504
resnetv2_50x1_bit_goog_in21k_ft_in1k,0.6041666666666666,0.2638888888888889,0.0694444444444444,0.0694444444444444,0.7772815877574012
robust_resnet50_l2_eps_0,0.5625,0.2638888888888889,0.0694444444444444,0.0763888888888889,0.75
robust_resnet50_l2_eps_0_01,0.5833333333333334,0.2222222222222222,0.0625,0.0625,0.7637626158259734
robust_resnet50_l2_eps_0_03,0.5416666666666666,0.1805555555555555,0.0555555555555555,0.0694444444444444,0.7359800721939872
robust_resnet50_l2_eps_0_05,0.5972222222222222,0.2777777777777778,0.0763888888888889,0.0763888888888889,0.7728015412913086
robust_resnet50_l2_eps_0_1,0.5763888888888888,0.2222222222222222,0.0694444444444444,0.0694444444444444,0.759202798262025
robust_resnet50_l2_eps_0_25,0.5833333333333334,0.25,0.0694444444444444,0.0694444444444444,0.7637626158259734
robust_resnet50_l2_eps_0_5,0.5972222222222222,0.25,0.0694444444444444,0.0763888888888889,0.7728015412913086
robust_resnet50_l2_eps_1,0.4861111111111111,0.1527777777777778,0.0555555555555555,0.0555555555555555,0.6972166887783964
robust_resnet50_l2_eps_3,0.4583333333333333,0.1111111111111111,0.0486111111111111,0.0555555555555555,0.67700320038633
robust_resnet50_l2_eps_5,0.4861111111111111,0.1527777777777778,0.0555555555555555,0.0557291666666664,0.6972166887783963
siglip2_256_vitb16_zeroshot,0.8958333333333334,0.7916666666666666,0.0625,0.0625,0.9464847243000456
siglip2_256_vitl16_zeroshot,0.9097222222222222,0.8194444444444444,0.0694444444444444,0.0555555555555555,0.9537935951882998
siglip2_vitb16_zeroshot,0.8888888888888888,0.7777777777777778,0.0694444444444444,0.0625,0.9428090415820634
siglip_256_vitb16_zeroshot,0.8402777777777778,0.6805555555555556,0.0763888888888889,0.0763888888888888,0.9166666666666666
siglip_256_vitl16_zeroshot,0.8888888888888888,0.7777777777777778,0.0625,0.0625,0.9428090415820634
siglip_vitb16_zeroshot,0.8611111111111112,0.7222222222222222,0.0833333333333333,0.0694444444444444,0.927960727138337
tf_efficientnet_b0_ns_jft_in1k,0.6875,0.4583333333333333,0.0763888888888889,0.0833333333333333,0.82915619758885
topk_alexnet_40pct,0.2430555555555555,0.0277777777777777,0.0208333333333333,0.0277777777777777,0.4930066485916347
topk_alexnet_60pct,0.2291666666666666,0.0277777777777777,0.0208333333333333,0.0347222222222222,0.478713553878169
topk_alexnet_80pct,0.2777777777777778,0.0555555555555555,0.0347222222222222,0.0347222222222222,0.5270462766947299
topk_vgg16_40pct,0.4166666666666667,0.0833333333333333,0.0416666666666666,0.048784722222222,0.6454972243679028
topk_vgg16_60pct,0.4305555555555556,0.0972222222222222,0.0418402777777777,0.0486111111111111,0.6561673228343176
topk_vgg16_80pct,0.4444444444444444,0.1111111111111111,0.0486111111111111,0.0486111111111111,0.6666666666666666
vgg16_in1k_v1_397923af,0.4513888888888889,0.1111111111111111,0.0486111111111111,0.0555555555555555,0.6718548123582124
vgg16_in1k_v1_397923af_untrained,0.1319444444444444,0.0138888888888888,0.0138888888888888,0.0208333333333333,0.3632415786283894
vgg_stylized,0.4722222222222222,0.1388888888888889,0.0555555555555555,0.0625,0.6871842709362768
vit_base_patch16_224_augreg_in1k,0.5972222222222222,0.2361111111111111,0.0694444444444444,0.0694444444444444,0.7728015412913087
vit_base_patch16_clip_224_openai_ft_in1k,0.7361111111111112,0.4861111111111111,0.0833333333333333,0.0835069444444442,0.8579691784155834
vit_base_patch32_clip_224_openai_ft_in1k,0.7083333333333334,0.4166666666666667,0.0765624999999999,0.0763888888888889,0.8416254115301732
vit_huge_patch14_clip_224_laion2b_ft_in12k_in1k,0.8402777777777778,0.6805555555555556,0.0694444444444444,0.0763888888888888,0.9166666666666666
vit_huge_patch14_clip_224_laion2b_ft_in1k,0.8263888888888888,0.6666666666666666,0.0763888888888888,0.0763888888888889,0.9090593428863096
vit_large_patch14_clip_224_openai_ft_in12k_in1k,0.7777777777777778,0.5555555555555556,0.0833333333333333,0.0833333333333332,0.8819171036881968
vit_large_patch14_clip_224_openai_ft_in1k,0.8055555555555556,0.625,0.0763888888888888,0.0763888888888888,0.8975274678557507
vit_small_patch16_224_augreg_in1k,0.6180555555555556,0.2777777777777778,0.0694444444444444,0.0694444444444444,0.7861650943380504
vitb16_in1k,0.6458333333333334,0.375,0.0765624999999999,0.0833333333333333,0.8036375634160795
vitb32_in1k,0.625,0.3194444444444444,0.0763888888888888,0.0696180555555554,0.7905694150420949
vitl16_in1k,0.5763888888888888,0.2222222222222222,0.0625,0.0694444444444444,0.759202798262025
vitl32_in1k,0.6666666666666666,0.4027777777777778,0.0833333333333333,0.0833333333333333,0.816496580927726
